Name,Rating,Review,C-Type,HQ,Old,Employees,Site,Sector
ITC Infotech In...,,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 42 more",22 years old,5k-10k Employees (India),,
Tata AIA Life In...,,(1.7k Reviews),Private,"Mumbai,Maharashtra + 198 more",21 years old,10k-50k Employees (India),,
Ekart Logistics,,(1.7k Reviews),Private,"San Francisco,California + 384 more",13 years old,5k-10k Employees (India),,
Capita,,(1.8k Reviews),Private,"Indore,Madhya Pradesh + 16 more",17 years old,1k-5k Employees (India),,
RBL Bank,,(1.7k Reviews),Public,"Mumbai,Maharashtra + 175 more",79 years old,10k-50k Employees (India),,
Rivigo,,(1.7k Reviews),Private,"Gurgaon,Haryana + 145 more",8 years old,1k-5k Employees (India),,
Dabur,,(1.7k Reviews),Public,"Ghaziabad,Uttar Pradesh + 188 more",138 years old,5k-10k Employees (India),,
KPIT Technologie...,,(1.7k Reviews),Public,"Pune,Maharashtra + 19 more",32 years old,5k-10k Employees (India),,
Dilip Buildcon,,(1.7k Reviews),Public,"Bhopal,Madhya Pradesh + 135 more",35 years old,10k-50k Employees (India),,
Patanjali Ayurve...,,(1.7k Reviews),Private,"Haridwar,Uttarakhand + 215 more",16 years old,5k-10k Employees (India),,
Kotak Mahindara ...,,(1.7k Reviews),Public,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India),,
Radisson Hotels,,(1.7k Reviews),Private,"Minnetonka,Minnesota + 88 more",113 years old,10k-50k Employees (India),,
Publicis Sapien...,,(1.7k Reviews),Private,"New York,New York + 15 more",32 years old,10k-50k Employees (India),,
Apollo Tyres,,(2.0k Reviews),Public,"Gurgaon/Gurugram,Haryana + 128 more",50 years old,5k-10k Employees (India),,
Biocon Biologics...,,(1.6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",44 years old,10k-50k Employees (India),,
IndiGo,,(1.7k Reviews),Private,"Boston,Massachusetts + 71 more",17 years old,10k-50k Employees (India),,
HDFC Ergo Genera...,,(1.6k Reviews),Public,"Mumbai,Maharashtra + 174 more",20 years old,5k-10k Employees (India),,
Ola Cabs,,(2.4k Reviews),Private,Bangalore + 84 more,12 years old,10k-50k Employees (India),,
Berger Paints,,(1.7k Reviews),Public,"Kolkata,West Bengal + 180 more",99 years old,1k-5k Employees (India),,
JK Cement,,(1.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 183 more",48 years old,1k-5k Employees (India),,
Eureka Forbes,,(1.6k Reviews),Private,"Mumbai,Maharashtra + 145 more",40 years old,5k-10k Employees (India),,
GeBBS Healthcare...,,(1.6k Reviews),Private,"Culver City,California + 11 more",17 years old,5k-10k Employees (India),,
Landmark Group,,(4.9k Reviews),Private,"Dubai Marina,Dubai + 104 more",49 years old,1k-5k Employees (India),,
Max Healthcare,,(1.7k Reviews),Partnership,"Delhi/NCR,New Delhi + 50 more",21 years old,1k-5k Employees (India),,
Utkarsh Small Fi...,,(1.6k Reviews),Public,"Varanasi,Uttar Pradesh + 207 more",13 years old,10k-50k Employees (India),,
Lifestyle,,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 90 more",23 years old,10k-50k Employees (India),,
PolicyBazaar,,(1.6k Reviews),Public,"Gurgaon,Haryana + 31 more",14 years old,5k-10k Employees (India),,
Escorts Group,,(1.8k Reviews),Public,"Faridabad,Haryana + 94 more",62 years old,10k-50k Employees (India),,
Aakash Institute,,(1.8k Reviews),Private,"New Delhi,Delhi + 136 more",34 years old,1k-5k Employees (India),,
Nestle,,(1.7k Reviews),Public,Vevey + 179 more,63 years old,10k-50k Employees (India),,
Reliance Digital,,(1.5k Reviews),Private,"Mumbai,Maharashtra + 218 more",15 years old,5k-10k Employees (India),,
Aarti Industries,,(1.5k Reviews),Public,"Mumbai,Maharashtra + 33 more",47 years old,5k-10k Employees (India),,
Cogent E Service...,,(1.5k Reviews),Private,"Noida,Uttar Pradesh + 26 more",18 years old,10k-50k Employees (India),,
Blue Dart Expres...,,(1.6k Reviews),Public,"Mumbai,Maharashtra + 189 more",39 years old,10k-50k Employees (India),,
HCL Infosystems,,(1.5k Reviews),Public,"Noida,Uttar Pradesh + 102 more",46 years old,10k-50k Employees (India),,
Tata AIG,,(1.5k Reviews),Private,"Mumbai,Maharashtra + 180 more",22 years old,5k-10k Employees (India),,
Mankind Pharma,,(1.8k Reviews),Private,"New Delhi,Delhi + 144 more",27 years old,5k-10k Employees (India),,
AFCONS Infrastru...,,(1.5k Reviews),Partnership,"Mumbai,Maharashtra + 70 more",63 years old,1k-5k Employees (India),,
Persistent Syste...,,(1.5k Reviews),Public,"Pune,Maharashtra + 8 more",32 years old,10k-50k Employees (India),,
JMC Projects,,(1.5k Reviews),Public,"Mumbai,Maharashtra + 93 more",40 years old,1k-5k Employees (India),,
Pfizer,,(4.9k Reviews),Public,"Chennai,Tamil Nadu + 97 more",18 years old,5k-10k Employees (India),,
R1 RCM,,(1.5k Reviews),Private,"Murray,Utah + 14 more",19 years old,5k-10k Employees (India),,
Life Insurance C...,,(1.5k Reviews),Private,Mumbai + 350 more,66 years old,1 Lakh+ Employees (India),,
Voltas,,(1.6k Reviews),Public,"Mumbai,Maharashtra + 134 more",68 years old,5k-10k Employees (India),,
I Process Servic...,,(1.5k Reviews),Private,"Mumbai,Maharashtra + 212 more",17 years old,1k-5k Employees (India),,
Delhi Public Sch...,,(1.5k Reviews),Public,"Greater Noida,Uttar Pradesh + 207 more",24 years old,1k-5k Employees (India),,
Access Healthcar...,,(1.5k Reviews),Private,"Dallas,Texas + 15 more",11 years old,1k-5k Employees (India),,
Raymond,,(1.7k Reviews),Public,New York + 106 more,97 years old,5k-10k Employees (India),,
Birla Sun Life I...,,(1.4k Reviews),Private,"Mumbai,Maharashtra + 279 more",22 years old,10k-50k Employees (India),,
Zensar Technolog...,,(1.5k Reviews),Public,"Pune,Maharashtra + 18 more",21 years old,5k-10k Employees (India),,
G4S,,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 99 more",26 years old,1 Lakh+ Employees (India),,
Samsung Electron...,,(1.4k Reviews),Noida + 167 more,,,,,
Exide Industries,,(1.5k Reviews),Public,"Kolkata,West Bengal + 163 more",75 years old,1k-5k Employees (India),,
Aditya Birla Gro...,,(15.5k Reviews),"Mumbai,Maharashtra + 188 more",165 years old,50k-1 Lakh Employees (India),,,
Walmart,,(12.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 70 more",13 years old,5k-10k Employees (India),,
Fiserv,,(1.4k Reviews),Private,"Brookfield,Wisconsin + 21 more",38 years old,5k-10k Employees (India),,
Paras Hospital,,(1.4k Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",16 years old,1k-5k Employees (India),,
Micro Labs,,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 96 more",49 years old,10k-50k Employees (India),,
R.R. Donnelley,,(1.4k Reviews),Private,"Chicago,Illinois + 9 more",158 years old,5k-10k Employees (India),,
United Phosphoru...,,(1.4k Reviews),Public,"Mumbai,Maharashtra + 110 more",53 years old,5k-10k Employees (India),,
PVR Cinemas,,(1.4k Reviews),Public,Gurgaon + 87 more,25 years old,5k-10k Employees (India),,
ACT Fibernet,,(1.4k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 32 more",22 years old,5k-10k Employees (India),,
BHEL,,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 84 more",58 years old,10k-50k Employees (India),,
PepsiCo,,(1.5k Reviews),Private,"Harrison,New York + 175 more",33 years old,1 Lakh+ Employees (India),,
Statestreet HCL ...,,(1.4k Reviews),Private,New Delhi + 10 more,10 years old,5k-10k Employees (India),,
Birlasoft,,(1.4k Reviews),Public,"Pune,Maharashtra + 24 more",27 years old,10k-50k Employees (India),,
Lenskart,,(1.4k Reviews),Private,"Delhi,NCT + 103 more",12 years old,1k-5k Employees (India),,
Poonawalla Finco...,,(1.7k Reviews),Public,"Mumbai,Maharashtra + 241 more",34 years old,5k-10k Employees (India),,
Ajanta Pharma,,(1.4k Reviews),Public,"Mumbai,Maharashtra + 81 more",49 years old,1k-5k Employees (India),,
NIIT Technologie...,,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 76 more",18 years old,5k-10k Employees (India),,
TVS Supply Chain...,,(1.5k Reviews),"Chennai,Tamil Nadu + 110 more",126 years old,1k-5k Employees (India),,,
HDFC Sales,,(1.4k Reviews),Private,"Mumbai,Maharashtra + 214 more",18 years old,10k-50k Employees (India),,
AGS Health,,(1.4k Reviews),Private,Washington DC + 23 more,11 years old,5k-10k Employees (India),,
Renault-Nissan,,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 63 more",12 years old,10k-50k Employees (India),,
The Himalaya Dru...,,(1.4k Reviews),Private,"San Francisco,California + 150 more",92 years old,1k-5k Employees (India),,
Tata Technologie...,,(1.4k Reviews),Private,Singapore + 33 more,33 years old,5k-10k Employees (India),,
Cholamandalam MS...,,(1.4k Reviews),JV,"Chennai,Tamil Nadu + 262 more",21 years old,50k-1 Lakh Employees (India),,
Legato Health Te...,,(1.4k Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 8 more",5 years old,5k-10k Employees (India),,
Mahindra Holiday...,,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 86 more",26 years old,5k-10k Employees (India),,
Blue Star,,(1.4k Reviews),Public,"Mumbai,Maharashtra + 101 more",79 years old,1k-5k Employees (India),,
Sonalika Tractor...,,(1.3k Reviews),Private,"Hoshiarpur,Punjab + 120 more",53 years old,1k-5k Employees (India),,
Britannia,,(1.3k Reviews),Public,"Reading,Reading + 163 more",130 years old,5k-10k Employees (India),,
Emcure Pharmaceu...,,(1.4k Reviews),Private,Pune + 78 more,41 years old,5k-10k Employees (India),,
Exide Life Insur...,,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 184 more",21 years old,1k-5k Employees (India),,
Dalmia Bharat Ce...,,(1.4k Reviews),Public,"Delhi/NCR,New Delhi + 133 more",87 years old,5k-10k Employees (India),,
Societe Generale,,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k Employees (India),,
Sterling & Wilso...,,(1.3k Reviews),Private,Mumbai + 66 more,95 years old,5k-10k Employees (India),,
Johnson Controls,,(2.2k Reviews),Public,Cork + 51 more,27 years old,5k-10k Employees (India),,
TVS Sundram Fast...,,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 34 more",56 years old,1k-5k Employees (India),,
Bajaj Allianz Ge...,,(1.3k Reviews),Pune + 154 more,,,,,
Mahindra Rural H...,,(1.3k Reviews),Public,"Mumbai,Maharashtra + 302 more",15 years old,5k-10k Employees (India),,
café Coffee day,,(1.3k Reviews),Private,"Bengaluru,Karnataka + 79 more",26 years old,10k-50k Employees (India),,
Shahi Exports,,(1.3k Reviews),Private,"Faridabad,Haryana + 47 more",48 years old,1 Lakh+ Employees (India),,
Big Bazaar,,(1.3k Reviews),Private,"Mumbai,Maharashtra + 147 more",21 years old,10k-50k Employees (India),,
Extramarks Educa...,,(1.3k Reviews),Private,"Noida,Uttar Pradesh + 90 more",15 years old,1k-5k Employees (India),,
Ambuja Cements,,(1.3k Reviews),Public,"Mumbai,Maharashtra + 163 more",39 years old,5k-10k Employees (India),,
Yazaki,,(1.3k Reviews),Private,"Tokyo,Tokyo + 45 more",81 years old,10k-50k Employees (India),,
UNO Minda,,(1.3k Reviews),Gurgaon + 59 more,64 years old,1k-5k Employees (India),,,
Bhushan Power & ...,,(1.3k Reviews),Private,"Delhi/NCR,New Delhi + 46 more",52 years old,10k-50k Employees (India),,
Reliance SMSL,,(1.3k Reviews),Public,Mumbai + 333 more,15 years old,1k-5k Employees (India),,
Force Motors,,(1.3k Reviews),Public,"Pune,Maharashtra + 72 more",64 years old,1k-5k Employees (India),,
Indian Navy,,(1.3k Reviews),Private,"Delhi/NCR,Delhi + 54 more",72 years old,50k-1 Lakh Employees (India),,
Honda,,(4.3k Reviews),Private,"Greater Noida,Uttar Pradesh + 172 more",37 years old,10k-50k Employees (India),,
Shriram City,,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 346 more",36 years old,10k-50k Employees (India),,
Tech Mahindra Bu...,,(1.3k Reviews),Public,"Mumbai,Maharashtra + 30 more",19 years old,1k-5k Employees (India),,
IGT Solutions,,(1.3k Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",24 years old,5k-10k Employees (India),,
Brakes India,,(1.3k Reviews),Partnership,"Chennai,Tamil Nadu + 54 more",60 years old,1k-5k Employees (India),,
V-Mart,,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 194 more",20 years old,5k-10k Employees (India),,
TVS Credit,,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 202 more",14 years old,10k-50k Employees (India),,
Sobha,,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",27 years old,1k-5k Employees (India),,
CG Power and Ind...,,(1.2k Reviews),Public,"Mumbai,Maharashtra + 87 more",85 years old,1k-5k Employees (India),,
JK Tyres,,(1.2k Reviews),Private,New Delhi + 107 more,71 years old,1k-5k Employees (India),,
Indus Towers,,(1.2k Reviews),Private,"Gurgaon,Haryana + 96 more",15 years old,5k-10k Employees (India),,
DS Group,,(1.3k Reviews),Private,"Noida,Uttar Pradesh + 125 more",93 years old,1k-5k Employees (India),,
Thomson Reuters,,(1.3k Reviews),Private,Toronto + 18 more,14 years old,5k-10k Employees (India),,
Parle Agro,,(1.2k Reviews),Private,"Mumbai,Maharashtra + 133 more",38 years old,1k-5k Employees (India),,
Whirlpool,,(1.2k Reviews),Public,Michigan + 109 more,111 years old,5k-10k Employees (India),,
Datamatics Globa...,,(1.6k Reviews),Public,Mumbai + 22 more,47 years old,1k-5k Employees (India),,
Indiabulls,,(4.0k Reviews),Public,"Gurgaon/Gurugram,Haryana + 141 more",22 years old,10k-50k Employees (India),,
Shree Cement,,(1.2k Reviews),Public,"Kolkata,West Bengal + 138 more",43 years old,5k-10k Employees (India),,
State Street Cor...,,(1.4k Reviews),Private,"Boston,Massachusetts + 12 more",230 years old,10k-50k Employees (India),,
Reliance Trends,,(1.2k Reviews),Private,"Navi Mumbai,Maharashtra + 242 more",16 years old,1 Lakh+ Employees (India),,
GVK Emergency Ma...,,(1.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 104 more",17 years old,10k-50k Employees (India),,
Wockhardt,,(1.7k Reviews),Public,"Mumbai,Maharashtra + 67 more",23 years old,5k-10k Employees (India),,
3i Infotech,,(1.2k Reviews),Public,"Mumbai,Maharashtra + 83 more",29 years old,5k-10k Employees (India),,
Myntra,,(1.3k Reviews),Private,"Bangalore,Karnataka + 80 more",15 years old,5k-10k Employees (India),,
Lodha group,,(1.2k Reviews),Private,"Mumbai,Maharashtra + 17 more",42 years old,1k-5k Employees (India),,
Bharti AXA Life ...,,(1.2k Reviews),Private,Mumbai + 193 more,16 years old,5k-10k Employees (India),,
Delphi TVS,,(1.2k Reviews),Private,"Kanchipuram,Tamil Nadu + 24 more",33 years old,1k-5k Employees (India),,
Tata Motors Fina...,,(1.2k Reviews),Private,"Mumbai,Maharashtra + 200 more",65 years old,1k-5k Employees (India),,
GE,,(3.1k Reviews),Private,"Boston,Massachusetts + 53 more",130 years old,10k-50k Employees (India),,
Sterlite Technol...,,(1.2k Reviews),Public,"Pune,Maharashtra + 51 more",34 years old,5k-10k Employees (India),,
BlackBuck,,(1.2k Reviews),Private,"Bangalore,Karnataka + 189 more",7 years old,1k-5k Employees (India),,
ICICI Securities,,(1.2k Reviews),Public,"Mumbai,Maharashtra + 100 more",27 years old,5k-10k Employees (India),,
BT Group,,(2.5k Reviews),Private,London + 11 more,176 years old,10k-50k Employees (India),,
SRF,,(1.8k Reviews),Public,"Gurgaon/Gurugram,Haryana + 39 more",52 years old,1k-5k Employees (India),,
Grasim Industrie...,,(6.2k Reviews),Public,Nagda + 49 more,75 years old,10k-50k Employees (India),,
IKS Health,,(1.2k Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India),,
Mahindra Logisti...,,(1.2k Reviews),Public,"Mumbai,Maharashtra + 89 more",22 years old,1k-5k Employees (India),,
Endurance Techno...,,(1.2k Reviews),Public,"Aurangabad,Maharashtra + 29 more",37 years old,1k-5k Employees (India),,
Gabriel India,,(1.2k Reviews),Public,"Pune,Maharashtra + 32 more",61 years old,1k-5k Employees (India),,
Info Edge,,(1.8k Reviews),Public,"Noida,Uttar Pradesh + 52 more",27 years old,1k-5k Employees (India),,
Synechron,,(1.5k Reviews),Private,"New York,New York + 13 more",21 years old,5k-10k Employees (India),,
AXA Business Ser...,,(1.2k Reviews),Private,Paris + 4 more,27 years old,1k-5k Employees (India),,
Future Generali ...,,(1.2k Reviews),Private,Mumbai + 142 more,15 years old,1k-5k Employees (India),,
Kansai Nerolac P...,,(1.2k Reviews),Public,"Mumbai,Maharashtra + 119 more",102 years old,1k-5k Employees (India),,
Yamaha Motor,,(1.3k Reviews),Private,"Iwata,Shizuoka + 105 more",15 years old,1k-5k Employees (India),,
Kalpataru Power ...,,(2.7k Reviews),Public,"Mumbai,Maharashtra + 138 more",41 years old,1k-5k Employees (India),,
Sopra Steria,,(1.2k Reviews),Private,"Paris,Ile-de-France + 8 more",54 years old,5k-10k Employees (India),,
JCB,,(1.1k Reviews),Private,"Rocester,Staffordshire + 71 more",77 years old,1k-5k Employees (India),,
Cadila Pharmaceu...,,(1.1k Reviews),Public,"Ahmedabad,Gujrat + 96 more",71 years old,5k-10k Employees (India),,
Bharat Petroleum,,(1.1k Reviews),Private,"Mumbai,Maharashtra + 180 more",70 years old,50k-1 Lakh Employees (India),,
Sigma Electric M...,,(1.1k Reviews),Private,"Garner,North Carolina + 17 more",40 years old,1k-5k Employees (India),,
Oberoi Group of ...,,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 30 more",88 years old,1k-5k Employees (India),,
Lucas-TVS,,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 45 more",61 years old,5k-10k Employees (India),,
Barclays,,(2.8k Reviews),Private,London + 21 more,332 years old,10k-50k Employees (India),,
CSS Corp,,(1.1k Reviews),Private,"San Jose,California + 20 more",26 years old,5k-10k Employees (India),,
Blinkit,,(1.1k Reviews),Private,"Gurgaon,Haryana + 48 more",9 years old,5k-10k Employees (India),,
Karvy Data Manag...,,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 87 more",14 years old,1k-5k Employees (India),,
Tata Capital Fin...,,(1.1k Reviews),Public,Mumbai + 121 more,15 years old,1k-5k Employees (India),,
Power Mech Proje...,,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 86 more",15 years old,1k-5k Employees (India),,
Hyatt Regency,,(1.1k Reviews),Private,"New Delhi,Delhi + 37 more",42 years old,1k-5k Employees (India),,
Parle Products,,(1.1k Reviews),Private,Mumbai + 141 more,93 years old,50k-1 Lakh Employees (India),,
BA Continuum,,(1.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",19 years old,10k-50k Employees (India),,
Coromandel Inter...,,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 124 more",61 years old,5k-10k Employees (India),,
Shell,,(1.2k Reviews),Public,"London,England + 72 more",18 years old,10k-50k Employees (India),,
Piramal Group,,(2.0k Reviews),Private,Mumbai + 100 more,42 years old,1k-5k Employees (India),,
Jet Airways,,(1.1k Reviews),Public,"Mumbai,Maharashtra + 46 more",29 years old,10k-50k Employees (India),,
ValueLabs,,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",25 years old,5k-10k Employees (India),,
Cybage,,(1.1k Reviews),Private,"Pune,Maharashtra + 5 more",27 years old,5k-10k Employees (India),,
Bureau Veritas,,(1.1k Reviews),Private,La Défense + 71 more,194 years old,1k-5k Employees (India),,
Cromā,,(1.1k Reviews),Private,"Mumbai,Maharashtra + 77 more",16 years old,1k-5k Employees (India),,
XpressBees,,(1.1k Reviews),Private,"Pune,Maharashtra + 169 more",7 years old,1k-5k Employees (India),,
IDBI Bank,,(2.0k Reviews),Public,"Mumbai,Maharashtra + 240 more",58 years old,10k-50k Employees (India),,
MetLife,,(1.1k Reviews),Private,New York + 25 more,14 years old,1k-5k Employees (India),,
Syngene Internat...,,(1.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 12 more",29 years old,5k-10k Employees (India),,
Taj Hotels Resor...,,(1.1k Reviews),"Mumbai,Maharashtra + 62 more",119 years old,10k-50k Employees (India),,,
Hindustan Aerona...,,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 37 more",82 years old,10k-50k Employees (India),,
Narayana Health,,(1.1k Reviews),"Bangalore/Bengaluru,Karnataka + 49 more",22 years old,10k-50k Employees (India),,,
Saint-Gobain,,(1.5k Reviews),Private,Paris + 68 more,357 years old,10k-50k Employees (India),,
Square Yards,,(1.1k Reviews),Private,"Gurgaon,Haryana + 36 more",9 years old,1k-5k Employees (India),,
